PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Inhibition_Primary at 6 uM
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,%Inhibition in the primary screen at 6 micromolar test compound concentration; relative to Rhok2 in the presence of 13 micromolar Y-27632.
RESULT_UNIT,,,,,,,NONE
1,842122,6602571,Inactive,0,,,0
2,842123,6602616,Inactive,0,,,-0.3
3,842124,644371,Inactive,3,,,6.7
4,842125,6603132,Inactive,0,,,1.6
5,842126,2850911,Inactive,1,,,2.5
6,842127,6603374,Inactive,2,,,3.6
7,842128,6603127,Inactive,0,,,0.2
8,842129,644380,Inactive,0,,,0.7
9,842131,6602565,Inactive,1,,,3
10,842132,6603080,Inactive,0,,,0.9
11,842133,644388,Inactive,0,,,0.5
12,842134,644390,Inactive,0,,,-2.6
13,842135,644391,Inactive,0,,,-0.9
14,842136,644392,Inactive,5,,,9.9
15,842137,644393,Inactive,0,,,1
16,842138,644394,Inactive,1,,,3.1
17,842139,644395,Inactive,0,,,1.6
18,842140,644396,Inactive,1,,,2.6
19,842141,644397,Inactive,0,,,-4.1
20,842142,5770444,Inactive,4,,,8.1
21,842143,644399,Inactive,3,,,5.7
22,842144,644400,Inactive,0,,,-1.7
23,842145,644401,Inactive,0,,,-1.4
24,842146,644402,Inactive,2,,,4.2
25,842147,644403,Inactive,3,,,6.4
26,842148,644404,Inactive,0,,,0.6
27,842149,644405,Inactive,3,,,5.2
28,842151,644407,Inactive,0,,,1.5
29,842152,644408,Inactive,3,,,6.1
30,842153,644409,Inactive,3,,,6.6
31,842155,644411,Inactive,0,,,1
32,842156,644412,Inactive,1,,,2.7
33,842160,5767160,Inactive,1,,,2.8
34,842161,644417,Inactive,3,,,5.8
35,842162,644418,Inactive,1,,,2.2
36,842163,644419,Inactive,2,,,4.7
37,842164,644420,Inactive,1,,,2.6
38,842165,644421,Inactive,2,,,3.6
39,842167,644423,Inactive,2,,,4.5
40,842168,644424,Inactive,0,,,-10
41,842169,644425,Inactive,1,,,2.7
42,842170,644426,Inactive,3,,,5.2
43,842172,644428,Inactive,0,,,-0.8
44,842174,644430,Inactive,2,,,3.4
45,842175,54678841,Inactive,4,,,6.9
46,842176,644432,Inactive,0,,,-0.6
47,842177,644433,Inactive,2,,,4.9
48,842179,644435,Inactive,0,,,-1.1
49,842180,644436,Inactive,0,,,-5
50,842181,644437,Inactive,0,,,-3
51,842182,644438,Inactive,2,,,4
52,842183,644439,Inactive,0,,,-0.9
53,842184,644440,Inactive,2,,,3.6
54,842185,644441,Inactive,0,,,0.3
55,842186,644442,Inactive,1,,,1.8
56,842187,644443,Inactive,0,,,-0.8
57,842188,644444,Inactive,0,,,-1.7
58,842189,226199,Inactive,4,,,7
59,842190,644445,Inactive,2,,,4.8
60,842191,644446,Inactive,0,,,0.8
61,842192,644447,Inactive,0,,,-4.8
62,842193,644448,Inactive,2,,,5
63,842194,644449,Inactive,3,,,6.5
64,842195,644450,Inactive,0,,,0.5
65,842196,644451,Inactive,2,,,3.6
66,842197,644452,Inactive,0,,,-0.6
67,842199,644454,Inactive,4,,,7.9
68,842200,644455,Inactive,2,,,4
69,842201,644456,Inactive,0,,,1.6
70,842202,644457,Inactive,2,,,3.4
71,842203,644458,Inactive,1,,,2.5
72,842204,644459,Inactive,2,,,4.8
73,842205,644460,Inactive,5,,,10
74,842206,644461,Inactive,0,,,-5.7
75,842207,54690395,Inactive,1,,,1.8
76,842208,644463,Inactive,0,,,-0.8
77,842209,644464,Inactive,3,,,5.6
78,842211,644466,Inactive,1,,,2.7
79,842212,644467,Inactive,1,,,2.3
80,842213,644468,Inactive,0,,,-3.1
81,842214,644469,Inactive,0,,,-0.3
82,842215,644470,Inactive,2,,,3.9
83,842216,644471,Inactive,1,,,3
84,842218,644473,Inactive,1,,,2.2
85,842219,644474,Inactive,2,,,3.5
86,842220,644475,Inactive,0,,,0.5
87,842221,644476,Inactive,2,,,4.9
88,842222,644477,Inactive,2,,,4.2
89,842223,644478,Inactive,0,,,0.8
90,842225,644480,Inactive,0,,,-0.6
91,842226,644481,Inactive,0,,,-5.3
92,842227,644482,Inactive,1,,,2.8
93,842228,644483,Inactive,0,,,1
94,842229,644484,Inactive,0,,,-2.2
95,842231,644486,Inactive,1,,,1.8
96,842232,644487,Inactive,3,,,6.5
97,842233,6603665,Inactive,0,,,-2.7
98,842234,644490,Inactive,0,,,0.1
99,842235,2840005,Inactive,2,,,4.4
100,842236,644494,Inactive,0,,,-1.1
101,842237,644496,Inactive,0,,,-0.9
102,842238,6602638,Inactive,2,,,4.1
103,842239,644500,Inactive,1,,,2.2
104,842240,644501,Inactive,1,,,2
105,842241,644502,Inactive,1,,,1.7
106,842242,233401,Inactive,0,,,-0.7
107,842243,644503,Inactive,0,,,-10.7
108,842244,644504,Inactive,0,,,-1.6
109,842245,644505,Inactive,1,,,3.3
110,842246,644506,Inactive,0,,,-2.9
111,842247,644507,Inactive,2,,,4.8
112,842248,644508,Inactive,1,,,2
113,842249,644509,Inactive,4,,,7.3
114,842250,644510,Inactive,2,,,3.6
115,842252,644512,Inactive,0,,,0.4
116,842253,644513,Inactive,5,,,8.8
117,842254,644514,Inactive,0,,,-0.7
118,842255,644515,Inactive,1,,,3.1
119,842256,644516,Inactive,1,,,3.3
120,842257,42023,Inactive,3,,,6.5
121,842258,644517,Inactive,3,,,6.2
122,842259,54679534,Inactive,1,,,2.1
123,842260,644519,Inactive,4,,,7.3
124,842261,644520,Inactive,4,,,7.3
125,842262,644521,Inactive,0,,,-2.1
126,842263,644522,Inactive,2,,,4.6
127,842264,644523,Inactive,0,,,1.6
128,842265,644524,Inactive,0,,,-1.9
129,842266,644525,Inactive,0,,,1.4
130,842268,644527,Inactive,0,,,0.4
131,842269,644528,Inactive,0,,,0.3
132,842270,644529,Inactive,2,,,3.4
133,842271,644530,Inactive,2,,,3.7
134,842272,644531,Inactive,0,,,-3.7
135,842273,644532,Inactive,2,,,3.8
136,842275,644534,Inactive,2,,,4.1
137,842276,644535,Inactive,3,,,5.3
138,842277,5295096,Inactive,2,,,3.8
139,842278,644537,Inactive,1,,,2.2
140,842279,644538,Inactive,0,,,-2.7
141,842280,644539,Inactive,1,,,2.7
142,842281,644540,Inactive,1,,,3.2
143,842282,644541,Inactive,0,,,-10.2
144,842284,644543,Inactive,2,,,4.1
145,842285,644544,Inactive,0,,,-4.1
146,842286,644545,Inactive,0,,,-3.1
147,842287,644546,Inactive,1,,,2.4
148,842288,644547,Inactive,0,,,-1.9
149,842289,644548,Inactive,3,,,6.5
150,842290,644549,Inactive,0,,,-0.9
151,842291,644550,Inactive,0,,,-2.5
152,842292,644551,Inactive,2,,,3.7
153,842293,644552,Inactive,1,,,2.5
154,842294,644553,Inactive,0,,,-8.4
155,842295,644554,Inactive,2,,,3.8
156,842297,644556,Inactive,3,,,5.9
157,842298,644557,Inactive,3,,,6.6
158,842299,644558,Inactive,0,,,-0.8
159,842300,644559,Inactive,0,,,-6.6
160,842301,644560,Inactive,0,,,0.7
161,842302,644561,Inactive,5,,,8.5
162,842304,644563,Inactive,0,,,1.3
163,842305,644564,Inactive,0,,,1
164,842306,644565,Inactive,3,,,5.7
165,842307,644566,Inactive,6,,,11.5
166,842309,644568,Inactive,0,,,-4
167,842310,644569,Inactive,3,,,5.5
168,842311,644570,Inactive,2,,,4.9
169,842312,644571,Inactive,5,,,9.3
170,842313,644572,Inactive,2,,,3.7
171,842314,644573,Inactive,2,,,4.7
172,842315,644574,Inactive,1,,,2
173,842316,644575,Inactive,1,,,3
174,842317,5409720,Inactive,0,,,-0.1
175,842318,644577,Inactive,0,,,-5.7
176,842319,1960010,Inactive,0,,,-2.5
177,842321,644580,Inactive,2,,,4
178,842322,644581,Inactive,1,,,2.3
179,842323,644582,Inactive,0,,,-3.5
180,842324,644583,Inactive,0,,,1.1
181,842326,644585,Inactive,0,,,-2
182,842327,644586,Inactive,1,,,1.7
183,842328,644587,Inactive,1,,,2.2
184,842329,644588,Inactive,5,,,8.8
185,842330,644589,Inactive,2,,,4.6
186,842331,644590,Inactive,1,,,2.8
187,842332,644591,Inactive,0,,,-6.6
188,842333,644592,Inactive,2,,,4.3
189,842335,563007,Inactive,0,,,1.6
190,842336,644594,Inactive,1,,,3.3
191,842337,644595,Inactive,3,,,5.5
192,842338,644596,Inactive,1,,,2
193,842339,644597,Inactive,0,,,-1
194,842340,644598,Inactive,2,,,4.9
195,842341,644599,Inactive,0,,,-2.7
196,842342,644600,Inactive,4,,,7.2
197,842344,644602,Inactive,0,,,-14.2
198,842345,644603,Inactive,3,,,6.6
199,842346,644604,Inactive,2,,,3.9
200,842347,644605,Inactive,0,,,-1.8
201,842348,644606,Inactive,0,,,-1.6
202,842349,644607,Inactive,2,,,5
203,842350,644608,Inactive,1,,,2.9
204,842351,644609,Inactive,1,,,2.8
205,842352,644610,Inactive,2,,,4.1
206,842353,644611,Inactive,0,,,0.5
207,842355,644613,Inactive,0,,,-0.5
208,842356,644614,Inactive,3,,,5.4
209,842357,5781107,Inactive,1,,,3.1
210,842358,6602627,Inactive,0,,,-2.1
211,842360,6602678,Inactive,4,,,6.9
212,842361,644622,Inactive,2,,,3.7
213,842362,644624,Inactive,2,,,4.9
214,842364,644628,Inactive,0,,,-0.8
215,842365,6603143,Inactive,1,,,2.9
216,842366,644632,Inactive,0,,,-1.2
217,842367,644634,Inactive,5,,,9.6
218,842368,644636,Inactive,0,,,-7
219,842369,644637,Inactive,2,,,3.5
220,842370,644638,Inactive,3,,,5.6
221,842371,644639,Inactive,0,,,-1.6
222,842372,644640,Inactive,0,,,0.5
223,842373,644641,Inactive,3,,,6.6
224,842375,644643,Inactive,3,,,5.1
225,842376,644644,Inactive,0,,,0.1
226,842377,644645,Inactive,2,,,3.8
227,842378,644646,Inactive,2,,,4.6
228,842379,644647,Inactive,0,,,-4.5
229,842380,644648,Inactive,0,,,-3
230,842381,644649,Inactive,0,,,-4.2
231,842382,644650,Inactive,2,,,4.1
232,842383,644651,Inactive,2,,,4.7
233,842385,5769668,Inactive,4,,,8.1
234,842386,644654,Inactive,3,,,5.1
235,842387,5405414,Inactive,4,,,7.7
236,842388,644656,Inactive,0,,,-4.4
237,842389,644657,Inactive,1,,,3
238,842390,644658,Inactive,0,,,-1.2
239,842391,644659,Inactive,0,,,0.6
240,842392,644660,Inactive,2,,,4.5
241,842393,644661,Inactive,2,,,3.5
242,842395,644663,Inactive,2,,,3.7
243,842396,644664,Inactive,1,,,3
244,842397,644665,Inactive,2,,,3.5
245,842398,644666,Inactive,0,,,1.2
246,842399,644667,Inactive,2,,,4.5
247,842400,644668,Inactive,1,,,2.1
248,842401,644669,Inactive,2,,,4.7
249,842402,644670,Inactive,0,,,0.2
250,842403,600133,Inactive,0,,,-0.8
251,842404,644671,Inactive,3,,,5.6
252,842405,644672,Inactive,0,,,-1.3
253,842406,644673,Inactive,4,,,7.3
254,842407,644674,Inactive,2,,,4.3
255,842408,644675,Inactive,0,,,0.2
256,842409,644676,Inactive,1,,,3.2
257,842411,644678,Inactive,0,,,-0.4
258,842412,599120,Inactive,0,,,-5.3
259,842413,644679,Inactive,0,,,-0.5
260,842414,644680,Inactive,0,,,-0.2
261,842415,644681,Inactive,3,,,5.8
262,842416,644682,Inactive,4,,,6.9
263,842417,644683,Inactive,0,,,-0.2
264,842418,644684,Inactive,0,,,-2.7
265,842419,379409,Inactive,5,,,9
266,842421,644686,Inactive,0,,,-2.4
267,842422,644687,Inactive,0,,,0.9
268,842423,644688,Inactive,0,,,-0.2
269,842424,644689,Inactive,2,,,4.5
270,842425,644690,Inactive,0,,,-6.9
271,842427,644692,Inactive,0,,,0.8
272,842428,644693,Inactive,0,,,0.8
273,842430,644695,Inactive,2,,,4.8
274,842432,644697,Inactive,3,,,6.5
275,842433,644698,Inactive,0,,,0
276,842434,644699,Inactive,0,,,-0.5
277,842435,644700,Inactive,0,,,-12.7
278,842436,644701,Inactive,0,,,-7.1
279,842437,644702,Inactive,1,,,1.8
280,842438,644703,Inactive,0,,,-2.8
281,842439,644704,Inactive,4,,,7.4
282,842440,5767152,Inactive,0,,,-8.9
283,842441,644706,Inactive,3,,,5.7
284,842442,644707,Inactive,1,,,2.1
285,842443,644708,Inactive,0,,,-1.4
286,842444,644709,Inactive,4,,,6.8
287,842445,644710,Inactive,4,,,7.4
288,842446,644711,Inactive,0,,,-3.7
289,842447,644712,Inactive,2,,,5
290,842448,644713,Inactive,2,,,4.4
291,842450,644715,Inactive,0,,,-11.8
292,842451,644716,Inactive,0,,,0.8
293,842452,644717,Inactive,0,,,-1.7
294,842453,644718,Inactive,0,,,-3.1
295,842454,644719,Inactive,0,,,0.8
296,842455,644720,Inactive,3,,,5.2
297,842456,644721,Inactive,3,,,5.6
298,842457,644722,Inactive,3,,,6
299,842458,644723,Inactive,0,,,0.9
300,842459,644724,Inactive,2,,,4.5
301,842460,644725,Inactive,1,,,3.1
302,842462,644727,Inactive,1,,,3.1
303,842463,644728,Inactive,1,,,2.2
304,842464,644729,Inactive,0,,,1.5
305,842465,54682928,Inactive,4,,,8.1
306,842466,644731,Inactive,3,,,5.6
307,842467,5361131,Inactive,0,,,1.5
308,842471,644735,Inactive,0,,,-2.3
309,842472,644736,Inactive,1,,,2.1
310,842473,644737,Inactive,0,,,-1
311,842476,644740,Inactive,2,,,4.5
312,842477,644741,Inactive,2,,,3.5
313,842478,644742,Inactive,1,,,3.3
314,842479,5770395,Inactive,0,,,0.5
315,842480,644744,Inactive,1,,,2
316,842481,644745,Inactive,1,,,3.3
317,842482,644746,Inactive,0,,,-3.2
318,842484,6603638,Inactive,3,,,6.1
319,842485,6603456,Inactive,3,,,5.3
320,842486,6602670,Inactive,0,,,-2.5
321,842487,644755,Inactive,4,,,7.4
322,842488,2897066,Inactive,1,,,2.7
323,842489,644759,Inactive,2,,,3.4
324,842490,644761,Inactive,1,,,2.3
325,842491,644763,Inactive,3,,,5.7
326,842492,644764,Inactive,3,,,6
327,842494,644766,Inactive,5,,,8.9
328,842495,644767,Inactive,0,,,-8.9
329,842496,607388,Inactive,1,,,2.3
330,842497,644768,Inactive,0,,,-6.6
331,842498,644769,Inactive,0,,,-1
332,842499,644770,Inactive,3,,,5.4
333,842501,644772,Inactive,0,,,0.9
334,842502,644773,Inactive,0,,,-1.1
335,842504,644775,Inactive,0,,,1.1
336,842505,644776,Inactive,0,,,-0.3
337,842506,644777,Inactive,0,,,-1.5
338,842507,644778,Inactive,1,,,2.9
339,842508,644779,Inactive,3,,,6
340,842509,644780,Inactive,0,,,-3.2
341,842510,644781,Inactive,1,,,2.5
342,842511,644782,Inactive,0,,,0.3
343,842512,602873,Inactive,1,,,2.9
344,842513,644783,Inactive,0,,,-11.9
345,842514,644784,Inactive,0,,,-9
346,842515,644785,Inactive,4,,,7.6
347,842516,644786,Inactive,0,,,-2.4
348,842517,644787,Inactive,2,,,4.5
349,842518,644788,Inactive,0,,,0.1
350,842520,644790,Inactive,0,,,-4.5
351,842521,644791,Inactive,0,,,-5.5
352,842522,644792,Inactive,3,,,6.3
353,842523,644793,Inactive,2,,,3.6
354,842524,644794,Inactive,0,,,-2.9
355,842525,644795,Inactive,0,,,-7.4
356,842526,644796,Inactive,0,,,0.8
357,842527,644797,Inactive,2,,,4.3
358,842528,644798,Inactive,3,,,5.7
359,842530,644800,Inactive,0,,,-3.6
360,842531,644801,Inactive,3,,,5.6
361,842532,644802,Inactive,0,,,-2.7
362,842533,644803,Inactive,0,,,-4.5
363,842534,644804,Inactive,0,,,-0.2
364,842535,644805,Inactive,1,,,3.1
365,842536,644806,Inactive,3,,,6.3
366,842537,644807,Inactive,3,,,6.6
367,842538,644808,Inactive,2,,,5
368,842539,644809,Inactive,3,,,5.6
369,842540,644810,Inactive,0,,,1.5
370,842541,644811,Inactive,3,,,6
371,842542,644812,Inactive,2,,,4.5
372,842543,644813,Inactive,3,,,6.5
373,842544,644814,Inactive,3,,,5.7
374,842545,644815,Inactive,0,,,-0.8
375,842546,644816,Inactive,0,,,-1.2
376,842547,5756988,Inactive,0,,,1.6
377,842548,644818,Inactive,4,,,7.8
378,842549,644819,Inactive,0,,,-4.8
379,842550,644820,Inactive,2,,,4.8
380,842551,644821,Inactive,0,,,-1.9
381,842552,644822,Inactive,1,,,2.3
382,842553,644823,Inactive,0,,,-5.4
383,842555,644825,Inactive,1,,,3.3
384,842556,644826,Inactive,4,,,7.2
385,842557,644827,Inactive,1,,,2.9
386,842559,644828,Inactive,0,,,-3.5
387,842560,644829,Inactive,1,,,2.5
388,842561,644830,Inactive,3,,,5.6
389,842562,644831,Inactive,0,,,1.2
390,842563,644832,Inactive,0,,,-4.1
391,842564,644833,Inactive,1,,,3.3
392,842565,644834,Inactive,1,,,2.1
393,842566,644835,Inactive,0,,,-3.5
394,842568,644837,Inactive,0,,,0.6
395,842569,644838,Inactive,0,,,-1.5
396,842570,644839,Inactive,3,,,6.2
397,842571,644840,Inactive,1,,,2.6
398,842572,596209,Inactive,0,,,-0.7
399,842573,644841,Inactive,2,,,3.6
400,842574,644842,Inactive,1,,,2.5
401,842575,644843,Inactive,2,,,3.4
402,842576,644844,Inactive,0,,,-4.2
403,842577,644845,Inactive,10,,,17.2
404,842578,644846,Inactive,0,,,-1.9
405,842580,644848,Inactive,0,,,-9.9
406,842581,644849,Inactive,0,,,0.8
407,842582,644850,Inactive,0,,,-3.5
408,842583,49968,Inactive,3,,,5.4
409,842584,644851,Inactive,0,,,-4.7
410,842585,644852,Inactive,1,,,2.7
411,842586,644853,Inactive,0,,,-2.6
412,842587,459770,Inactive,8,,,14.5
413,842588,644854,Inactive,0,,,0.8
414,842589,644855,Inactive,2,,,4.8
415,842590,644856,Inactive,1,,,2.9
416,842591,603594,Inactive,0,,,-1.1
417,842592,604083,Inactive,0,,,-0.4
418,842593,310138,Inactive,2,,,4.6
419,842594,644857,Inactive,0,,,-0.3
420,842595,6603452,Inactive,0,,,1.4
421,842596,6603088,Inactive,0,,,-0.7
422,842597,6603162,Inactive,1,,,2
423,842598,644864,Inactive,0,,,-1.3
424,842599,2881472,Inactive,0,,,-4
425,842600,644868,Inactive,2,,,5
426,842601,644870,Inactive,0,,,-0.4
427,842602,644872,Inactive,4,,,6.9
428,842603,644874,Inactive,4,,,7.9
429,842604,6398893,Inactive,1,,,3.1
430,842605,751502,Inactive,0,,,-0.6
431,842606,644879,Inactive,0,,,-0.3
432,842607,596113,Inactive,2,,,3.5
433,842608,644880,Inactive,3,,,5.1
434,842609,644881,Inactive,2,,,3.4
435,842610,644882,Inactive,0,,,1.3
436,842611,644883,Inactive,0,,,0.7
437,842612,644884,Inactive,2,,,4.3
438,842614,644886,Inactive,2,,,4.4
439,842615,644887,Inactive,2,,,4.2
440,842616,644888,Inactive,0,,,-3.4
441,842617,644889,Inactive,0,,,0.3
442,842618,644890,Inactive,0,,,-0.5
443,842619,54690396,Inactive,0,,,-0.9
444,842620,644892,Inactive,3,,,6.5
445,842621,644893,Inactive,2,,,3.4
446,842622,644894,Inactive,5,,,9.3
447,842623,644895,Inactive,0,,,-4.2
448,842624,644896,Inactive,6,,,10.3
449,842625,644897,Inactive,1,,,2.3
450,842626,644898,Inactive,1,,,1.7
451,842627,644899,Inactive,2,,,4.8
452,842628,644900,Inactive,3,,,6.2
453,842629,644901,Inactive,3,,,6
454,842630,644902,Inactive,2,,,3.8
455,842631,644903,Inactive,3,,,6
456,842632,644904,Inactive,1,,,3
457,842633,644905,Inactive,0,,,-1.1
458,842634,644906,Inactive,2,,,4.5
459,842635,644907,Inactive,0,,,-1.3
460,842636,644908,Inactive,5,,,8.9
461,842637,644909,Inactive,2,,,4.6
462,842638,644910,Inactive,0,,,-6.8
463,842640,644912,Inactive,0,,,-6
464,842641,644913,Inactive,1,,,3.2
465,842642,644914,Inactive,0,,,-0.8
466,842643,5413321,Inactive,3,,,6.3
467,842644,578335,Inactive,0,,,-0.6
468,842645,644916,Inactive,0,,,1.4
469,842646,644917,Inactive,0,,,-0.3
470,842647,644918,Inactive,0,,,1.2
471,842648,644919,Inactive,2,,,3.9
472,842649,644920,Inactive,3,,,5.9
473,842650,644921,Inactive,0,,,-0.1
474,842651,644922,Inactive,0,,,-3.6
475,842652,644923,Inactive,0,,,-1.7
476,842653,644924,Inactive,2,,,4
477,842654,644925,Inactive,0,,,-8.8
478,842655,644926,Inactive,0,,,1.5
479,842656,644927,Inactive,4,,,7.9
480,842657,644928,Inactive,2,,,5
481,842659,644930,Inactive,1,,,1.8
482,842660,644931,Inactive,0,,,0.4
483,842661,644932,Inactive,1,,,2.7
484,842662,644933,Inactive,3,,,5.8
485,842663,644934,Inactive,3,,,5.1
486,842664,644935,Inactive,0,,,-1.1
487,842665,644936,Inactive,3,,,5.1
488,842666,644937,Inactive,0,,,-4.1
489,842667,54684102,Inactive,0,,,1.2
490,842668,644939,Inactive,0,,,-1.5
491,842669,644940,Inactive,0,,,-5.2
492,842670,644941,Inactive,3,,,5.8
493,842671,644942,Inactive,0,,,-0.4
494,842674,644945,Inactive,0,,,-9.3
495,842675,644946,Inactive,0,,,-1.3
496,842676,644947,Inactive,0,,,-3.2
497,842677,644948,Inactive,2,,,3.9
498,842679,644950,Inactive,1,,,3
499,842681,644952,Inactive,0,,,-6.7
500,842682,644953,Inactive,4,,,8.4
501,842683,644954,Inactive,1,,,2.9
502,842684,644955,Inactive,3,,,6
503,842685,644956,Inactive,1,,,2.9
504,842687,644958,Inactive,3,,,6.5
505,842688,644959,Inactive,0,,,-3
506,842689,644960,Inactive,2,,,3.8
507,842690,644961,Inactive,0,,,1.6
508,842692,644963,Inactive,2,,,4.5
509,842693,644964,Inactive,0,,,-5.5
510,842694,644965,Inactive,2,,,4.3
511,842695,644966,Inactive,0,,,1.4
512,842696,644967,Inactive,1,,,2.7
513,842697,644968,Inactive,5,,,8.6
514,842698,644969,Inactive,3,,,5.4
515,842699,644970,Inactive,0,,,-2.7
516,842700,644971,Inactive,1,,,2.5
517,842701,644972,Inactive,0,,,-1
518,842702,644973,Inactive,2,,,4.8
519,842704,644975,Inactive,3,,,5.6
520,842705,573774,Inactive,0,,,-0.6
521,842706,644976,Inactive,5,,,10.1
522,842707,644977,Inactive,0,,,-0.2
523,842708,644978,Inactive,1,,,2.2
524,842709,644979,Inactive,2,,,4.5
525,842710,6602648,Inactive,0,,,0.1
526,842711,644982,Inactive,0,,,-1.8
527,842712,115931,Inactive,0,,,0.3
528,842713,2917341,Inactive,0,,,0.3
529,842714,6602535,Inactive,3,,,5.9
530,842715,6602553,Inactive,0,,,-2.7
531,842716,6602980,Inactive,0,,,-7.6
532,842717,644992,Inactive,0,,,-2.5
533,842719,644994,Inactive,7,,,12.4
534,842720,644995,Inactive,0,,,-0.7
535,842721,644996,Inactive,1,,,2.5
536,842722,644997,Inactive,3,,,6.7
537,842723,644998,Inactive,1,,,2.8
538,842724,644999,Inactive,0,,,-1.9
539,842725,645000,Inactive,0,,,1.1
540,842726,645001,Inactive,0,,,-2.6
541,842727,692347,Inactive,4,,,7.7
542,842728,645003,Inactive,0,,,-1.7
543,842729,645004,Inactive,0,,,-0.3
544,842730,645005,Inactive,0,,,0
545,842731,645006,Inactive,0,,,0.3
546,842732,645007,Inactive,0,,,-0.1
547,842733,645008,Inactive,1,,,2.2
548,842734,645009,Inactive,0,,,0.9
549,842735,645010,Inactive,2,,,4
550,842736,645011,Inactive,0,,,0.5
551,842737,645012,Inactive,0,,,-3
552,842738,645013,Inactive,0,,,1.4
553,842739,645014,Inactive,0,,,-1.3
554,842740,5396969,Inactive,0,,,0.5
555,842741,645016,Inactive,0,,,-0.2
556,842742,645017,Inactive,0,,,-3.6
557,842743,5768213,Inactive,1,,,2.7
558,842744,645019,Inactive,0,,,-2.8
559,842745,645020,Inactive,0,,,-8.8
560,842747,645022,Inactive,2,,,4
561,842748,645023,Inactive,0,,,-2.5
562,842749,645024,Inactive,2,,,5
563,842750,645025,Inactive,2,,,4.7
564,842751,645026,Inactive,5,,,8.6
565,842752,645027,Inactive,2,,,4.1
566,842753,645028,Inactive,0,,,-3.2
567,842754,645029,Inactive,3,,,5.1
568,842755,645030,Inactive,0,,,-2.2
569,842756,5348062,Inactive,0,,,-3.8
570,842757,645032,Inactive,0,,,-1.2
571,842758,645033,Inactive,3,,,6.4
572,842759,645034,Inactive,0,,,-1.4
573,842760,645035,Inactive,1,,,2
574,842762,645037,Inactive,5,,,8.5
575,842763,645038,Inactive,0,,,-2.9
576,842764,645039,Inactive,0,,,-4.3
577,842765,645040,Inactive,1,,,1.9
578,842766,599759,Inactive,3,,,6.2
579,842767,645041,Inactive,0,,,0.5
580,842768,645042,Inactive,1,,,2.5
581,842769,645043,Inactive,0,,,-1.2
582,842770,645044,Inactive,0,,,-2.6
583,842771,645045,Inactive,1,,,2.8
584,842773,645047,Inactive,2,,,4.6
585,842774,645048,Inactive,2,,,4.3
586,842775,645049,Inactive,0,,,0.1
587,842776,645050,Inactive,0,,,-0.1
588,842777,645051,Inactive,6,,,11
589,842778,645052,Inactive,0,,,-3.5
590,842779,645053,Inactive,0,,,-1.3
591,842780,645054,Inactive,3,,,5.4
592,842781,645055,Inactive,2,,,4.4
593,842782,645056,Inactive,0,,,-2.3
594,842783,645057,Inactive,2,,,4.4
595,842786,645060,Inactive,2,,,3.8
596,842787,645061,Inactive,0,,,-4.8
597,842788,645062,Inactive,0,,,-0.7
598,842789,645063,Inactive,0,,,-5.7
599,842791,114250,Inactive,0,,,-1
600,842792,645065,Inactive,1,,,2.9
601,842793,645066,Inactive,0,,,-0.2
602,842794,645067,Inactive,4,,,6.9
603,842795,645068,Inactive,2,,,3.5
604,842796,645069,Inactive,0,,,1.5
605,842797,645070,Inactive,2,,,4.9
606,842798,645071,Inactive,5,,,8.8
607,842799,645072,Inactive,0,,,-7.1
608,842800,645073,Inactive,0,,,1.1
609,842801,645074,Inactive,1,,,3.1
610,842802,645075,Inactive,0,,,-2.4
611,842803,645076,Inactive,0,,,0.1
612,842804,5769296,Inactive,1,,,2.6
613,842805,645078,Inactive,1,,,3.3
614,842806,645079,Inactive,0,,,0.7
615,842807,645080,Inactive,1,,,2.5
616,842808,550273,Inactive,0,,,-3.4
617,842809,645081,Inactive,0,,,-0.9
618,842810,645082,Inactive,1,,,3.1
619,842811,645083,Inactive,0,,,-11.5
620,842812,645084,Inactive,2,,,3.9
621,842813,645085,Inactive,3,,,5.4
622,842814,645086,Inactive,2,,,3.7
623,842815,645087,Inactive,0,,,-4.1
624,842816,645088,Inactive,0,,,-0.3
625,842818,645090,Inactive,2,,,4.8
626,842820,645092,Inactive,0,,,-1.8
627,842821,645093,Inactive,2,,,4.9
628,842823,5767374,Inactive,1,,,3
629,842825,645097,Inactive,2,,,3.6
630,842826,645098,Inactive,0,,,-2.2
631,842827,645099,Inactive,2,,,4.6
632,842828,54682383,Inactive,1,,,3.1
633,842829,645101,Inactive,4,,,7.1
634,842830,645102,Inactive,3,,,6.1
635,842831,645103,Inactive,1,,,2.4
636,842832,645104,Inactive,3,,,5.8
637,842833,645105,Inactive,1,,,2.2
638,842834,6603437,Inactive,0,,,-2.1
639,842835,6603111,Inactive,0,,,-2.7
640,842836,6602536,Inactive,3,,,6.5
641,842837,2881163,Inactive,0,,,-5.3
642,842838,645114,Inactive,1,,,2.5
643,842839,645116,Inactive,1,,,2.7
644,842840,645117,Inactive,5,,,9.6
645,842841,645118,Inactive,0,,,-2
646,842842,645119,Inactive,0,,,-6.4
647,842843,645120,Inactive,1,,,2.8
