PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Inhibition_Primary at 6 uM
RESULT_TYPE,,,,,,,FLOAT
RESULT_DESCR,,,,,,,%Inhibition in the primary screen at 6 micromolar test compound concentration; relative to Rhok2 in the presence of 13 micromolar Y-27632.
RESULT_UNIT,,,,,,,NONE
55689,7973779,2867240,Inactive,1,,,2.7
55690,7973780,763882,Inactive,0,,,-92.6
55691,7973781,2857352,Inactive,0,,,-1.7
55692,7973782,2902254,Inactive,1,,,2.3
55693,7973783,777084,Inactive,3,,,6
55694,7973784,886795,Inactive,1,,,2.7
55695,7973785,1076450,Inactive,1,,,2.6
55696,7973786,5342674,Inactive,2,,,4.3
55697,7973787,744056,Inactive,2,,,5
55698,7973788,1116253,Inactive,1,,,3.1
55699,7973789,1076740,Inactive,3,,,5.2
55700,7973790,272762,Inactive,3,,,5.9
55701,7973791,2926891,Inactive,1,,,2
55702,7973794,1818542,Inactive,2,,,5
55703,7973795,1500196,Inactive,2,,,3.8
55704,7973797,786537,Inactive,4,,,8.1
55705,7973798,2926761,Inactive,2,,,4.4
55706,7973799,1811671,Inactive,2,,,3.6
55707,7973800,5310695,Inactive,0,,,-0.8
55708,7973801,608147,Inactive,0,,,-2.1
55709,7973802,5927555,Inactive,3,,,6
55710,7973803,3109196,Inactive,0,,,-0.3
55711,7973804,2828669,Inactive,3,,,5.3
55712,7973805,673680,Inactive,0,,,1.2
55713,7973806,881714,Inactive,1,,,3.1
55714,7973807,798606,Inactive,3,,,6.5
55715,7973809,1081951,Inactive,2,,,4.7
55716,7973810,1365020,Inactive,0,,,-3.1
55717,7973812,2837032,Inactive,0,,,-0.6
55718,7973813,808139,Inactive,5,,,9.3
55719,7973814,2877574,Inactive,3,,,5.7
55720,7973815,831331,Inactive,0,,,-0.2
55721,7973816,713151,Inactive,3,,,5.4
55722,7973817,1358233,Inactive,1,,,2.8
55723,7973818,842981,Inactive,1,,,3
55724,7973819,625794,Inactive,2,,,4.4
55725,7973820,2890313,Inactive,0,,,0.1
55726,7973822,2926665,Inactive,0,,,-1.4
55727,7973824,784346,Inactive,2,,,4.5
55728,7973825,2915830,Inactive,0,,,-0.1
55729,7973827,2850034,Inactive,1,,,2.1
55730,7973828,2850176,Inactive,2,,,3.6
55731,7973829,2928615,Inactive,1,,,3.1
55732,7973830,2832686,Inactive,0,,,-0.6
55733,7973831,783769,Inactive,2,,,3.5
55734,7973832,3311615,Inactive,1,,,2
55735,7973833,562625,Inactive,0,,,-0.5
55736,7973834,1312683,Inactive,0,,,-6.8
55737,7973835,2848105,Inactive,3,,,5.6
55738,7973836,2899919,Inactive,0,,,-1.7
55739,7973838,2771944,Inactive,0,,,1.6
55740,7973839,823069,Inactive,1,,,2.3
55741,7973840,879106,Inactive,0,,,-2
55742,7973841,2876004,Inactive,0,,,-10.3
55743,7973842,1083266,Inactive,0,,,1.6
55744,7973843,2897268,Inactive,1,,,2.2
55745,7973844,1106122,Inactive,0,,,-5.2
55746,7973845,9559609,Inactive,2,,,4.9
55747,7973846,2877903,Inactive,2,,,5
55748,7973847,879683,Inactive,0,,,0.5
55749,7973848,2870946,Inactive,1,,,2.4
55750,7973850,1050766,Inactive,3,,,5.8
55751,7973851,1156032,Inactive,0,,,1.1
55752,7973852,2250218,Inactive,0,,,1.3
55753,7973853,773028,Inactive,3,,,5.3
55754,7973854,240345,Inactive,3,,,5.3
55755,7973855,1345954,Inactive,2,,,5
55756,7973856,778690,Inactive,1,,,3.1
55757,7973857,718621,Inactive,2,,,4.3
55758,7973858,787300,Inactive,5,,,8.6
55759,7973859,2845745,Inactive,3,,,6.4
55760,7973860,1069720,Inactive,2,,,3.7
55761,7973861,390800,Inactive,4,,,8.4
55762,7973862,2230131,Inactive,2,,,4
55763,7973863,808814,Inactive,0,,,1.6
55764,7973864,2582372,Inactive,2,,,4.5
55765,7973865,5344928,Inactive,2,,,4.6
55766,7973866,2166584,Inactive,2,,,3.9
55767,7973867,745091,Inactive,2,,,4.7
55768,7973868,5310696,Inactive,0,,,-9.5
55769,7973869,777296,Inactive,0,,,-0.8
55770,7973870,732103,Inactive,0,,,0.1
55771,7973871,534279,Inactive,3,,,5.8
55772,7973874,2053489,Inactive,0,,,0.6
55773,7973875,6241394,Inactive,3,,,5.6
55774,7973876,1124477,Inactive,3,,,5.4
55775,7973877,700602,Inactive,0,,,-2.5
55776,7973878,5310698,Inactive,1,,,1.7
55777,7973879,780040,Inactive,0,,,-0.2
55778,7973880,783744,Inactive,4,,,7.1
55779,7973881,606794,Inactive,0,,,0
55780,7973882,782430,Inactive,3,,,5.5
55781,7973883,879560,Inactive,0,,,-4.9
55782,7973885,2709620,Inactive,0,,,-0.5
55783,7973886,797821,Inactive,9,,,16.6
55784,7973887,686198,Inactive,3,,,5.2
55785,7973888,786411,Inactive,2,,,4.2
55786,7973889,720585,Inactive,2,,,3.4
55787,7973890,3142363,Inactive,0,,,0.5
55788,7973891,805223,Inactive,3,,,5.4
55789,7973892,721987,Inactive,0,,,-3.7
55790,7973893,2921725,Inactive,3,,,5.3
55791,7973894,2918950,Inactive,0,,,-0.4
55792,7973895,895833,Inactive,3,,,5.2
55793,7973896,273260,Inactive,1,,,3
55794,7973897,767035,Inactive,1,,,1.9
55795,7973898,874557,Inactive,3,,,5.5
55796,7973899,990808,Inactive,2,,,3.5
55797,7973900,2918643,Inactive,1,,,3.2
55798,7973901,2860266,Inactive,3,,,6.1
55799,7973902,2837735,Inactive,1,,,1.8
55800,7973905,685434,Inactive,1,,,2
55801,7973906,2905003,Inactive,3,,,5.4
55802,7973907,1360716,Inactive,5,,,9.7
55803,7973908,2836177,Inactive,0,,,0.5
55804,7973910,2054543,Inactive,0,,,1
55805,7973911,796963,Inactive,3,,,5.4
55806,7973912,775826,Inactive,1,,,2.1
55807,7973913,2829677,Inactive,2,,,4.7
55808,7973914,736422,Inactive,1,,,3.3
55809,7973915,3103803,Inactive,1,,,2.6
55810,7973916,1294333,Inactive,2,,,3.4
55811,7973917,2917230,Inactive,0,,,-8.8
55812,7973918,2297232,Inactive,0,,,-1.4
55813,7973919,1163448,Inactive,2,,,3.9
55814,7973920,1072058,Inactive,0,,,-0.3
55815,7973922,2783951,Inactive,3,,,5.4
55816,7973924,2895424,Inactive,0,,,-3.1
55817,7973925,2902543,Inactive,0,,,1.4
55818,7973926,6097895,Inactive,2,,,3.4
55819,7973927,2908726,Inactive,2,,,5
55820,7973928,373687,Inactive,1,,,2
55821,7973929,745019,Inactive,0,,,-0.1
55822,7973930,630454,Inactive,2,,,3.8
55823,7973931,739172,Inactive,2,,,4
55824,7973932,5310701,Inactive,0,,,-2.2
55825,7973933,2921163,Inactive,0,,,-4.6
55826,7973934,1347077,Inactive,7,,,12.5
55827,7973935,2838945,Inactive,2,,,3.7
55828,7973936,2833543,Inactive,0,,,-0.7
55829,7973937,1118039,Inactive,0,,,0.8
55830,7973938,2869103,Inactive,0,,,-14
55831,7973939,3751734,Inactive,1,,,2.3
55832,7973940,2930800,Inactive,2,,,4.3
55833,7973941,4402411,Inactive,1,,,2.1
55834,7973942,2780473,Inactive,2,,,4.8
55835,7973943,2169834,Inactive,0,,,-1
55836,7973945,5310702,Inactive,1,,,1.9
55837,7973947,1071278,Inactive,0,,,0.7
55838,7973948,702337,Inactive,2,,,3.9
55839,7973949,770818,Inactive,1,,,2.5
55840,7973950,2184459,Inactive,2,,,4.5
55841,7973951,5310703,Inactive,4,,,7.9
55842,7973952,54681623,Inactive,3,,,5.3
55843,7973953,2895788,Inactive,0,,,1.2
55844,7973954,870796,Inactive,2,,,3.7
55845,7973955,755483,Inactive,0,,,0.9
55846,7973956,5341668,Inactive,0,,,-5.7
55847,7973957,678654,Inactive,2,,,3.9
55848,7973959,2265379,Inactive,2,,,4.7
55849,7973960,2861568,Inactive,0,,,-1.8
55850,7973961,735496,Inactive,0,,,1.4
55851,7973962,768122,Inactive,0,,,-4.6
55852,7973963,749958,Inactive,3,,,5.8
55853,7973964,5310704,Inactive,2,,,3.4
55854,7973965,6858696,Inactive,0,,,0.5
55855,7973966,64196,Inactive,0,,,-2
55856,7973967,2919065,Inactive,2,,,3.5
55857,7973968,1882779,Inactive,2,,,4.9
55858,7973969,2851586,Inactive,0,,,-0.2
55859,7973970,795748,Inactive,0,,,0.8
55860,7973971,677408,Inactive,0,,,-1.4
55861,7973972,896200,Inactive,0,,,-9.9
55862,7973973,888503,Inactive,2,,,3.9
55863,7973974,682457,Inactive,2,,,4.5
55864,7973975,885226,Inactive,2,,,3.4
55865,7973976,2925620,Inactive,0,,,-1.8
55866,7973978,6097894,Inactive,2,,,4.1
55867,7973979,2173039,Inactive,2,,,4.5
55868,7973980,762581,Inactive,0,,,0.8
55869,7973981,2057897,Inactive,0,,,0.6
55870,7973982,2918824,Inactive,2,,,4.1
55871,7973983,2842749,Inactive,1,,,2.2
55872,7973984,721786,Inactive,1,,,2.5
55873,7973985,721948,Inactive,3,,,5.3
55874,7973986,2277124,Inactive,0,,,-0.7
55875,7973988,755898,Inactive,0,,,-0.3
55876,7973989,755598,Inactive,0,,,-4.7
55877,7973990,847112,Inactive,1,,,3.1
55878,7973991,1010771,Inactive,3,,,6.4
55879,7973992,888406,Inactive,1,,,2
55880,7973994,2919698,Inactive,0,,,-0.8
55881,7973995,750538,Inactive,1,,,2
55882,7973996,100492,Inactive,0,,,-4.3
55883,7973998,1570003,Inactive,2,,,3.7
55884,7973999,788238,Inactive,0,,,-3.5
55885,7974000,2851813,Inactive,4,,,7.2
55886,7974001,1624155,Inactive,1,,,2.2
55887,7974002,5310706,Inactive,2,,,4.9
55888,7974003,876292,Inactive,2,,,4.8
55889,7974004,2791873,Inactive,1,,,2.1
55890,7974005,868034,Inactive,2,,,3.4
55891,7974006,676555,Inactive,0,,,-4.9
55892,7974007,2063425,Inactive,1,,,3.2
55893,7974008,674928,Inactive,0,,,0.6
55894,7974009,1110761,Inactive,3,,,6.2
55895,7974010,764664,Inactive,2,,,4.1
55896,7974011,1814962,Inactive,3,,,6.5
55897,7974012,767491,Inactive,0,,,1
55898,7974013,1005077,Inactive,0,,,0.8
55899,7974014,735665,Inactive,0,,,-0.3
55900,7974015,2837843,Inactive,3,,,5.2
55901,7974016,689101,Inactive,2,,,4.7
55902,7974017,551311,Inactive,2,,,4.1
55903,7974018,1356857,Inactive,0,,,1.4
55904,7974019,5310707,Inactive,2,,,4.3
55905,7974020,1761867,Inactive,1,,,3.2
55906,7974021,701960,Inactive,2,,,4.3
55907,7974022,873976,Inactive,0,,,-0.6
55908,7974023,2929612,Inactive,0,,,0.5
55909,7974024,4476328,Inactive,0,,,-0.2
55910,7974025,828950,Inactive,1,,,3
55911,7974026,720655,Inactive,0,,,1.4
55912,7974027,2815112,Inactive,1,,,2.3
55913,7974028,2171439,Inactive,0,,,-2.8
55914,7974029,782082,Inactive,3,,,6.3
55915,7974030,304273,Inactive,0,,,-2.5
55916,7974031,1084018,Inactive,1,,,3.2
55917,7974032,2834767,Inactive,0,,,-1.8
55918,7974033,5310709,Inactive,0,,,0.9
55919,7974034,17709,Inactive,1,,,1.8
55920,7974035,699717,Inactive,2,,,3.9
55921,7974036,769167,Inactive,0,,,-7.3
55922,7974038,761218,Inactive,0,,,-2.4
55923,7974040,54682949,Inactive,5,,,9.6
55924,7974041,802824,Inactive,2,,,4.8
55925,7974043,718726,Inactive,1,,,3
55926,7974044,2935429,Inactive,2,,,4.8
55927,7974045,3099054,Inactive,0,,,-2.6
55928,7974046,871369,Inactive,4,,,7.5
55929,7974047,1150234,Inactive,0,,,1.4
55930,7974048,783442,Inactive,2,,,3.6
55931,7974049,1330364,Inactive,4,,,7
55932,7974050,1842066,Inactive,2,,,5
55933,7974051,718387,Inactive,1,,,1.7
55934,7974052,2886398,Inactive,4,,,7
55935,7974053,2175702,Inactive,4,,,7.8
55936,7974054,1367581,Inactive,2,,,4.7
55937,7974055,2873199,Inactive,3,,,5.7
55938,7974056,768370,Inactive,2,,,4.6
55939,7974057,3806600,Inactive,3,,,5.3
55940,7974058,2063178,Inactive,0,,,-11.5
55941,7974059,2729791,Inactive,0,,,-3.4
55942,7974060,2842876,Inactive,0,,,-2.1
55943,7974061,5310710,Inactive,3,,,6.3
55944,7974064,9554440,Inactive,3,,,6
55945,7974065,563547,Inactive,0,,,-4.5
55946,7974066,1316078,Inactive,0,,,0.2
55947,7974067,1848423,Inactive,4,,,7.3
55948,7974068,1906879,Inactive,0,,,0.4
55949,7974069,1348802,Inactive,0,,,-2.1
55950,7974070,2841559,Inactive,4,,,7
55951,7974071,872669,Inactive,2,,,4.7
55952,7974073,2906112,Inactive,0,,,1.6
55953,7974074,2059472,Inactive,1,,,1.7
55954,7974076,2839816,Inactive,1,,,1.8
55955,7974077,1237650,Inactive,3,,,5.7
55956,7974078,5940455,Inactive,4,,,7.2
55957,7974079,882352,Inactive,5,,,9.1
55958,7974080,1361318,Inactive,3,,,5.5
55959,7974081,776686,Inactive,4,,,6.9
55960,7974082,2882964,Inactive,2,,,5
55961,7974083,694545,Inactive,2,,,4
55962,7974084,717212,Inactive,0,,,0.2
55963,7974086,750014,Inactive,1,,,3.3
55964,7974087,744722,Inactive,0,,,-2.4
55965,7974088,2910387,Inactive,0,,,-2
55966,7974089,674186,Inactive,3,,,6.6
55967,7974090,780684,Inactive,2,,,4.4
55968,7974091,2929286,Inactive,2,,,3.7
55969,7974092,762871,Inactive,4,,,6.8
55970,7974093,1108286,Inactive,0,,,1.2
55971,7974094,1379247,Inactive,2,,,3.6
55972,7974095,1104092,Inactive,1,,,2.7
55973,7974096,794863,Inactive,3,,,6
55974,7974097,1075883,Inactive,3,,,5.8
55975,7974098,2849233,Inactive,3,,,5.2
55976,7974099,753212,Inactive,1,,,2.7
55977,7974100,2254770,Inactive,3,,,5.6
55978,7974101,987219,Inactive,1,,,3.2
55979,7974102,2906489,Inactive,0,,,0.3
55980,7974104,871284,Inactive,1,,,2.4
55981,7974105,872322,Inactive,0,,,0.1
55982,7974106,5333390,Inactive,1,,,3
55983,7974109,1335219,Inactive,2,,,4.4
55984,7974110,324119,Inactive,0,,,1.1
55985,7974111,2844834,Inactive,2,,,4.3
55986,7974112,2249179,Inactive,1,,,3.1
55987,7974113,54690415,Inactive,1,,,2.8
55988,7974115,880264,Inactive,1,,,2.3
55989,7974116,790501,Inactive,0,,,-2.5
55990,7974117,254792,Inactive,4,,,7
55991,7974118,877715,Inactive,2,,,4.9
55992,7974119,2929050,Inactive,1,,,1.9
55993,7974120,1181447,Inactive,0,,,-0.1
55994,7974121,2881246,Inactive,2,,,4.3
55995,7974122,2863812,Inactive,2,,,4.4
55996,7974123,869427,Inactive,0,,,1.4
55997,7974124,812029,Inactive,2,,,3.9
55998,7974125,792360,Inactive,0,,,1.2
55999,7974126,2928915,Inactive,2,,,5
56000,7974127,2268672,Inactive,2,,,4.3
56001,7974129,2283724,Inactive,3,,,5.8
56002,7974130,1739974,Inactive,2,,,4
56003,7974131,598216,Inactive,3,,,5.8
56004,7974132,679340,Inactive,2,,,4.7
56005,7974133,792699,Inactive,0,,,-0.1
56006,7974135,1315748,Inactive,0,,,-8.1
56007,7974136,1309454,Inactive,0,,,1.3
56008,7974137,2894050,Inactive,0,,,1.1
56009,7974138,612413,Inactive,3,,,5.1
56010,7974139,2788210,Inactive,2,,,4.9
56011,7974140,747185,Inactive,2,,,4.8
56012,7974141,5405772,Inactive,2,,,4.5
56013,7974142,1119211,Inactive,2,,,3.5
56014,7974143,2928726,Inactive,2,,,4.5
56015,7974144,800932,Inactive,1,,,2.7
56016,7974145,2297791,Inactive,0,,,-1.2
56017,7974146,2173499,Inactive,0,,,0.7
56018,7974147,781454,Inactive,2,,,3.9
56019,7974148,791164,Inactive,5,,,8.9
56020,7974150,1107114,Inactive,4,,,7.3
56021,7974151,2840612,Inactive,4,,,7.3
56022,7974152,700148,Inactive,4,,,7.3
56023,7974153,2164370,Inactive,0,,,-12.1
56024,7974155,1039727,Inactive,0,,,-0.9
56025,7974156,960705,Inactive,0,,,1.1
56026,7974159,764751,Inactive,1,,,2.7
56027,7974161,2304617,Inactive,1,,,3.3
56028,7974162,777398,Inactive,3,,,5.7
56029,7974166,875617,Inactive,1,,,2
56030,7974167,765893,Inactive,0,,,1.4
56031,7974168,881514,Inactive,1,,,2.2
56032,7974170,732222,Inactive,1,,,3.3
56033,7974171,777936,Inactive,1,,,1.8
56034,7974172,5310711,Inactive,0,,,0.8
56035,7974173,6861734,Inactive,0,,,-4.2
56036,7974174,2789522,Inactive,1,,,2.5
56037,7974175,867086,Inactive,3,,,6.5
56038,7974176,883692,Inactive,1,,,2.2
56039,7974177,9566628,Inactive,4,,,7
56040,7974178,6858457,Inactive,4,,,7.3
56041,7974179,2174275,Inactive,1,,,2
56042,7974180,626045,Inactive,3,,,6.4
56043,7974181,5333974,Inactive,0,,,1.6
56044,7974182,5310713,Inactive,0,,,-4.7
56045,7974183,573613,Inactive,3,,,5.2
56046,7974184,2878669,Inactive,0,,,-1.3
56047,7974185,3147867,Inactive,0,,,1.1
56048,7974186,1069750,Inactive,0,,,-0.8
56049,7974188,754572,Inactive,2,,,4.8
56050,7974189,884656,Inactive,0,,,0.3
56051,7974190,2789524,Inactive,1,,,1.7
56052,7974191,704402,Inactive,0,,,-0.5
56053,7974192,1335935,Inactive,1,,,2
56054,7974193,2186960,Inactive,1,,,3.3
56055,7974194,881707,Inactive,0,,,0.1
56056,7974195,1108168,Inactive,3,,,6.4
56057,7974196,706120,Inactive,3,,,6.4
56058,7974197,2246801,Inactive,2,,,4.7
56059,7974198,871101,Inactive,2,,,3.9
56060,7974199,2862214,Inactive,1,,,1.7
56061,7974200,2857335,Inactive,3,,,6.5
56062,7974201,2266479,Inactive,0,,,0.1
56063,7974202,787333,Inactive,0,,,0.8
56064,7974203,698409,Inactive,1,,,3.3
56065,7974204,3105903,Inactive,0,,,-0.6
56066,7974206,1587352,Inactive,4,,,7.3
56067,7974207,3765383,Inactive,2,,,4.1
56068,7974208,2854513,Inactive,2,,,4.4
56069,7974209,1863801,Inactive,0,,,-0.4
56070,7974210,5806166,Inactive,1,,,2.5
56071,7974211,340715,Inactive,0,,,1.6
56072,7974212,3139880,Inactive,3,,,6.7
56073,7974213,2850171,Inactive,1,,,2.8
56074,7974214,1615867,Inactive,7,,,13.4
56075,7974215,2876018,Inactive,0,,,0.1
56076,7974216,1926759,Inactive,2,,,4.6
56077,7974217,1910909,Inactive,2,,,4.2
56078,7974218,720388,Inactive,2,,,5
56079,7974219,22783,Inactive,2,,,4.6
56080,7974221,6894661,Inactive,1,,,3.2
56081,7974222,783846,Inactive,2,,,3.7
56082,7974223,2195172,Inactive,3,,,6.3
56083,7974226,2163990,Inactive,2,,,5
56084,7974227,2916117,Inactive,0,,,1.6
56085,7974229,1917214,Inactive,3,,,6.5
56086,7974230,869724,Inactive,0,,,1.5
56087,7974232,5348518,Inactive,6,,,11.5
56088,7974233,2883514,Inactive,3,,,5.5
56089,7974234,669405,Inactive,0,,,-1.6
56090,7974236,773718,Inactive,3,,,5.5
56091,7974237,868627,Inactive,4,,,6.8
56092,7974238,4339369,Inactive,3,,,5.6
56093,7974240,2891928,Inactive,0,,,-2.5
56094,7974241,2928066,Inactive,1,,,2.1
56095,7974242,2915989,Inactive,0,,,-2
56096,7974243,742991,Inactive,3,,,5.8
56097,7974245,1285074,Inactive,2,,,3.5
56098,7974246,767435,Inactive,3,,,5.7
56099,7974247,803966,Inactive,4,,,7.6
56100,7974248,870239,Inactive,0,,,-1.7
56101,7974250,2057350,Inactive,1,,,3.2
56102,7974251,2854762,Inactive,1,,,3.1
56103,7974252,2887818,Inactive,1,,,2.1
56104,7974253,873588,Inactive,3,,,5.2
56105,7974254,1894197,Inactive,3,,,6.3
56106,7974256,2866107,Inactive,2,,,5
56107,7974257,752793,Inactive,2,,,3.4
56108,7974258,804136,Inactive,1,,,2.6
56109,7974259,1121591,Inactive,2,,,4.6
56110,7974260,1870548,Inactive,0,,,-1
56111,7974261,2057407,Inactive,0,,,-5.1
56112,7974262,784220,Inactive,0,,,-3.2
56113,7974263,823913,Inactive,9,,,16.4
56114,7974264,2833465,Inactive,2,,,3.6
56115,7974265,5342009,Inactive,0,,,1.2
56116,7974268,829114,Inactive,2,,,4.3
56117,7974269,2830165,Inactive,3,,,6.4
56118,7974270,828791,Inactive,4,,,6.9
56119,7974271,720263,Inactive,3,,,5.5
56120,7974272,728308,Inactive,1,,,1.7
56121,7974273,3747387,Inactive,0,,,-2.9
56122,7974274,870081,Inactive,2,,,3.6
56123,7974275,1123805,Inactive,1,,,2.8
56124,7974276,869015,Inactive,0,,,-7.3
56125,7974278,2845852,Inactive,4,,,7.5
56126,7974279,803118,Inactive,0,,,-0.8
56127,7974280,985316,Inactive,0,,,-3.7
56128,7974281,2870951,Inactive,4,,,7.2
56129,7974282,2864826,Inactive,2,,,3.8
56130,7974283,64952,Inactive,2,,,4.7
56131,7974284,704570,Inactive,1,,,3.2
56132,7974285,697679,Inactive,3,,,5.3
56133,7974286,1990349,Inactive,2,,,4.3
56134,7974287,5341486,Inactive,3,,,6.5
56135,7974288,803002,Inactive,2,,,5
56136,7974289,2869084,Inactive,3,,,6.6
56137,7974290,12901,Inactive,0,,,-0.1
56138,7974291,2838671,Inactive,0,,,-1.4
56139,7974292,5310719,Inactive,2,,,4.6
56140,7974293,2887097,Inactive,0,,,-1.9
56141,7974294,800452,Inactive,1,,,3.1
56142,7974295,782774,Inactive,2,,,4.9
56143,7974296,628041,Inactive,0,,,-4.9
56144,7974297,2920999,Inactive,0,,,-2.5
56145,7974298,2063466,Inactive,1,,,1.9
56146,7974299,2873602,Inactive,1,,,1.9
56147,7974300,672470,Inactive,3,,,5.5
56148,7974301,2873765,Inactive,3,,,5.7
56149,7974302,2876957,Inactive,2,,,3.6
56150,7974303,701680,Inactive,2,,,4.8
56151,7974304,887167,Inactive,0,,,-38.7
56152,7974305,765425,Inactive,4,,,7.3
56153,7974306,2174397,Inactive,2,,,4.3
56154,7974307,843776,Inactive,0,,,0.5
56155,7974308,868908,Inactive,5,,,9.2
56156,7974309,887988,Inactive,3,,,6.7
56157,7974310,1220269,Inactive,3,,,5.3
56158,7974311,673517,Inactive,3,,,5.4
56159,7974312,672160,Inactive,3,,,6.5
56160,7974313,818063,Inactive,1,,,2.6
56161,7974314,778392,Inactive,3,,,5.1
56162,7974315,2838941,Inactive,0,,,0.4
56163,7974316,5310721,Inactive,2,,,3.5
56164,7974317,2908562,Inactive,1,,,2.3
56165,7974318,2885975,Inactive,1,,,2.5
56166,7974319,2298496,Inactive,3,,,5.1
56167,7974320,1213848,Inactive,2,,,5
56168,7974321,718532,Inactive,4,,,7.3
56169,7974322,2052813,Inactive,0,,,0.1
56170,7974323,797776,Inactive,0,,,-5
56171,7974324,798068,Inactive,0,,,0.5
56172,7974325,844858,Inactive,1,,,2.6
56173,7974326,2910597,Inactive,1,,,2.4
56174,7974327,2178387,Inactive,3,,,5.6
56175,7974328,5147385,Inactive,6,,,10.7
56176,7974329,1378994,Inactive,0,,,0
56177,7974330,2741140,Inactive,3,,,5.3
56178,7974331,743370,Inactive,2,,,3.6
56179,7974332,739443,Inactive,3,,,6.6
56180,7974333,2911976,Inactive,1,,,2.6
56181,7974334,846475,Inactive,0,,,-0.4
56182,7974335,870916,Inactive,3,,,6.1
56183,7974336,2244067,Inactive,1,,,2.8
56184,7974337,1378417,Inactive,1,,,1.7
56185,7974338,2885889,Inactive,0,,,-0.1
56186,7974339,1599104,Inactive,3,,,6.2
56187,7974341,2877133,Inactive,2,,,4.8
56188,7974342,555359,Inactive,3,,,6.6
56189,7974343,5332924,Inactive,2,,,3.5
56190,7974344,1553766,Inactive,3,,,6.3
56191,7974346,896320,Inactive,2,,,4.6
56192,7974347,2249320,Inactive,3,,,5.2
56193,7974348,2296726,Inactive,2,,,3.5
56194,7974349,2299642,Inactive,0,,,-3.5
56195,7974351,3142716,Inactive,1,,,1.7
56196,7974353,1116390,Inactive,5,,,9.2
56197,7974354,2280962,Inactive,1,,,2.1
56198,7974356,1150894,Inactive,4,,,7.5
56199,7974357,608255,Inactive,4,,,7.1
56200,7974358,676799,Inactive,0,,,1.5
56201,7974360,943638,Inactive,0,,,-1
56202,7974361,731367,Inactive,3,,,5.4
56203,7974362,2887381,Inactive,3,,,5.5
56204,7974364,1377098,Inactive,0,,,-0.6
56205,7974365,2920226,Inactive,3,,,5.7
56206,7974366,757248,Inactive,3,,,5.7
56207,7974367,3864297,Inactive,3,,,6.2
56208,7974368,1129999,Inactive,0,,,1.1
56209,7974369,772865,Inactive,0,,,-2.8
56210,7974370,749961,Inactive,0,,,1
56211,7974371,1102034,Inactive,3,,,6.2
56212,7974372,2921876,Inactive,1,,,3.3
56213,7974373,743799,Inactive,2,,,3.4
56214,7974374,3106356,Inactive,0,,,-0.4
56215,7974375,2893905,Inactive,3,,,5.5
56216,7974376,5348568,Inactive,5,,,8.8
56217,7974377,792486,Inactive,3,,,5.5
56218,7974378,757225,Inactive,0,,,-1.3
56219,7974379,1202821,Inactive,0,,,-2
56220,7974380,870729,Inactive,3,,,5.8
56221,7974381,2271648,Inactive,2,,,4.5
56222,7974382,1067897,Inactive,0,,,-4.3
56223,7974383,6324591,Inactive,3,,,5.8
56224,7974384,1790061,Inactive,0,,,-3.3
56225,7974385,807523,Inactive,3,,,5.3
56226,7974386,2906693,Inactive,0,,,-1.3
56227,7974387,54685992,Inactive,0,,,0.5
56228,7974388,1858707,Inactive,1,,,2.4
56229,7974389,795779,Inactive,3,,,5.5
56230,7974391,703762,Inactive,0,,,-0.1
56231,7974393,3670313,Inactive,0,,,1.2
56232,7974394,769361,Inactive,1,,,2.1
56233,7974395,5341665,Inactive,2,,,4.8
56234,7974396,721946,Inactive,3,,,6.3
56235,7974397,689038,Inactive,0,,,-4.5
56236,7974398,735660,Inactive,0,,,-0.8
56237,7974399,2851334,Inactive,3,,,6
56238,7974400,791238,Inactive,4,,,7.9
56239,7974401,2834771,Inactive,0,,,-6.6
56240,7974402,673696,Inactive,2,,,4.2
56241,7974403,2834692,Inactive,0,,,-5.8
56242,7974404,206793,Inactive,3,,,5.7
56243,7974406,788462,Inactive,2,,,3.4
56244,7974407,2263393,Inactive,5,,,8.7
56245,7974408,785751,Inactive,1,,,3.2
56246,7974411,54710,Inactive,2,,,4.9
56247,7974412,873730,Inactive,1,,,2.8
56248,7974413,2788237,Inactive,0,,,-3.2
56249,7974414,801348,Inactive,0,,,0.1
56250,7974418,2296209,Inactive,2,,,4.5
56251,7974419,2842752,Inactive,1,,,2.6
56252,7974420,765057,Inactive,3,,,5.6
56253,7974421,2910892,Inactive,2,,,5
56254,7974422,2918437,Inactive,2,,,4.9
56255,7974423,81988,Inactive,3,,,5.7
56256,7974424,878731,Inactive,1,,,2.3
56257,7974425,1897076,Inactive,0,,,0
56258,7974426,2258754,Inactive,2,,,4.9
56259,7974427,827914,Inactive,0,,,-1.6
56260,7974430,1623663,Inactive,0,,,-0.8
56261,7974431,800921,Inactive,6,,,10.4
56262,7974432,765760,Inactive,0,,,-1.3
56263,7974434,1294442,Inactive,3,,,6.5
56264,7974435,877972,Inactive,1,,,2.7
56265,7974436,2905319,Inactive,1,,,2.7
56266,7974437,784748,Inactive,0,,,-2.1
56267,7974438,2923325,Inactive,3,,,6.5
56268,7974439,949151,Inactive,3,,,6.5
56269,7974441,2933581,Inactive,0,,,-0.5
56270,7974442,745532,Inactive,3,,,5.7
